Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[disease]	Characteristics[xenograft]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Array Data File	Comment[MD5]	Factor Value[xenograft]
139M_181_R3_HNFYLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_181_R3_HNFYLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_181_R3_HNFYLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_181_R3_HNFYLBGX3_L002	sequencing assay	139M_181_R3_HNFYLBGX3_L002.fastq.gz	6bacae6511ac630aef78993d10859942	139M_181_R3_HNFYLBGX3_L002
139M_181_R3_HNFYLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_181_R3_HNFYLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_181_R3_HNFYLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_181_R3_HNFYLBGX3_L003	sequencing assay	139M_181_R3_HNFYLBGX3_L003.fastq.gz	474847d4bc4299b93732e2808bf93830	139M_181_R3_HNFYLBGX3_L003
139M_181_R3_HNFYLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_181_R3_HNFYLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_181_R3_HNFYLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_181_R3_HNFYLBGX3_L004	sequencing assay	139M_181_R3_HNFYLBGX3_L004.fastq.gz	c6e8d219d1663bce0755b076e23bc152	139M_181_R3_HNFYLBGX3_L004
139M_181_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	139M_181_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_181_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_181_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	139M_181_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	7ce6baee7bb9a4b88fb46d8f2959ab60	139M_181_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
139M_181_R4_HNFYLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_181_R4_HNFYLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_181_R4_HNFYLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_181_R4_HNFYLBGX3_L001	sequencing assay	139M_181_R4_HNFYLBGX3_L001.fastq.gz	306f0150612273509df52b6208ed382d	139M_181_R4_HNFYLBGX3_L001
139M_181_R4_HNFYLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_181_R4_HNFYLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_181_R4_HNFYLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_181_R4_HNFYLBGX3_L002	sequencing assay	139M_181_R4_HNFYLBGX3_L002.fastq.gz	02545d62d10b49003730c92ce9c7f760	139M_181_R4_HNFYLBGX3_L002
139M_181_R4_HNFYLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_181_R4_HNFYLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_181_R4_HNFYLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_181_R4_HNFYLBGX3_L003	sequencing assay	139M_181_R4_HNFYLBGX3_L003.fastq.gz	5dfed58f37534b0041852a30c932e1fc	139M_181_R4_HNFYLBGX3_L003
139M_181_R4_HNFYLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_181_R4_HNFYLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_181_R4_HNFYLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_181_R4_HNFYLBGX3_L004	sequencing assay	139M_181_R4_HNFYLBGX3_L004.fastq.gz	329feeac5d3c91dd09a5b07d153c36bc	139M_181_R4_HNFYLBGX3_L004
139M_284_input.all.hg19.merged.nodup.25M.w5.rpm	hg19	breast.hg19	Breast.cancer	139M_284_input.all.hg19.merged.nodup.25M.w5.rpm.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_input.all.hg19.merged.nodup.25M.w5.rpm	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_input.all.hg19.merged.nodup.25M.w5.rpm	sequencing assay	139M_284_input.all.hg19.merged.nodup.25M.w5.rpm.bw	379476045929462019eb76dbd3354028	139M_284_input.all.hg19.merged.nodup.25M.w5.rpm.bw
139M_284_input_HNFYLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_input_HNFYLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_input_HNFYLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_input_HNFYLBGX3_L001	sequencing assay	139M_284_input_HNFYLBGX3_L001.fastq.gz	d0fe382bfdf5b70c49f448f3d2a17a2f	139M_284_input_HNFYLBGX3_L001
139M_284_input_HNFYLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_input_HNFYLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_input_HNFYLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_input_HNFYLBGX3_L002	sequencing assay	139M_284_input_HNFYLBGX3_L002.fastq.gz	1f2c64eaa6de19fdf4fbd34cc046f6a0	139M_284_input_HNFYLBGX3_L002
139M_284_input_HNFYLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_input_HNFYLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_input_HNFYLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_input_HNFYLBGX3_L003	sequencing assay	139M_284_input_HNFYLBGX3_L003.fastq.gz	5767353bfe12574077c812a025c4f9f0	139M_284_input_HNFYLBGX3_L003
139M_284_input_HNFYLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_input_HNFYLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_input_HNFYLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_input_HNFYLBGX3_L004	sequencing assay	139M_284_input_HNFYLBGX3_L004.fastq.gz	c1e13ad5f51524a24ca5b52316ed8bcd	139M_284_input_HNFYLBGX3_L004
139M_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	139M_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	139M_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	90b1e84b02933b400ae8411a87747999	139M_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
139M_284_R1_HNFYLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R1_HNFYLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R1_HNFYLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R1_HNFYLBGX3_L001	sequencing assay	139M_284_R1_HNFYLBGX3_L001.fastq.gz	8d01d83a4697760cc26bc61b4eef9b22	139M_284_R1_HNFYLBGX3_L001
139M_284_R1_HNFYLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R1_HNFYLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R1_HNFYLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R1_HNFYLBGX3_L002	sequencing assay	139M_284_R1_HNFYLBGX3_L002.fastq.gz	6cecddd3f6f8bb753dc4781c922bddac	139M_284_R1_HNFYLBGX3_L002
139M_284_R1_HNFYLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R1_HNFYLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R1_HNFYLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R1_HNFYLBGX3_L003	sequencing assay	139M_284_R1_HNFYLBGX3_L003.fastq.gz	f3c1593e42bbd692db382d333f61a6b5	139M_284_R1_HNFYLBGX3_L003
139M_284_R1_HNFYLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R1_HNFYLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R1_HNFYLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R1_HNFYLBGX3_L004	sequencing assay	139M_284_R1_HNFYLBGX3_L004.fastq.gz	e35308b7d63b6a0ea8d8ef6c7905f455	139M_284_R1_HNFYLBGX3_L004
139M_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	139M_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	139M_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	bdf0ec9350a8e86267a3b5b7f330c80e	139M_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
139M_284_R2_HNFYLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R2_HNFYLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R2_HNFYLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R2_HNFYLBGX3_L001	sequencing assay	139M_284_R2_HNFYLBGX3_L001.fastq.gz	3ba2ca9e500eefac57330f6020af1e84	139M_284_R2_HNFYLBGX3_L001
139M_284_R2_HNFYLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R2_HNFYLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R2_HNFYLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R2_HNFYLBGX3_L002	sequencing assay	139M_284_R2_HNFYLBGX3_L002.fastq.gz	c724e406cce5e498cf51b5e9a294d8c9	139M_284_R2_HNFYLBGX3_L002
139M_284_R2_HNFYLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R2_HNFYLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R2_HNFYLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R2_HNFYLBGX3_L003	sequencing assay	139M_284_R2_HNFYLBGX3_L003.fastq.gz	11373826ba9ae9a151c15e0a8539708b	139M_284_R2_HNFYLBGX3_L003
139M_284_R2_HNFYLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R2_HNFYLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R2_HNFYLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R2_HNFYLBGX3_L004	sequencing assay	139M_284_R2_HNFYLBGX3_L004.fastq.gz	4364425a674a0e7d236c433858be3118	139M_284_R2_HNFYLBGX3_L004
139M_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	139M_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	139M_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	78091ec81dc6ff5c6c24b5d028161b23	139M_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
139M_284_R3_HNFYLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R3_HNFYLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R3_HNFYLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R3_HNFYLBGX3_L001	sequencing assay	139M_284_R3_HNFYLBGX3_L001.fastq.gz	ec488cd3c57d57d8db05519caf68db47	139M_284_R3_HNFYLBGX3_L001
139M_284_R3_HNFYLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R3_HNFYLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R3_HNFYLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R3_HNFYLBGX3_L002	sequencing assay	139M_284_R3_HNFYLBGX3_L002.fastq.gz	a82c6c9771ed7cfe843eeeb37b2b86b7	139M_284_R3_HNFYLBGX3_L002
139M_284_R3_HNFYLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R3_HNFYLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R3_HNFYLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R3_HNFYLBGX3_L003	sequencing assay	139M_284_R3_HNFYLBGX3_L003.fastq.gz	01ff4c2ecbdaefc82bb5e21633f93e1f	139M_284_R3_HNFYLBGX3_L003
139M_284_R3_HNFYLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R3_HNFYLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R3_HNFYLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R3_HNFYLBGX3_L004	sequencing assay	139M_284_R3_HNFYLBGX3_L004.fastq.gz	c8ddbd9f743eaa9dac7affc7006091bd	139M_284_R3_HNFYLBGX3_L004
139M_284_R3_HT7TLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R3_HT7TLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R3_HT7TLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R3_HT7TLBGX3_L001	sequencing assay	139M_284_R3_HT7TLBGX3_L001.fastq.gz	df83fdb06806e723624938cbcf45ca87	139M_284_R3_HT7TLBGX3_L001
139M_284_R3_HT7TLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R3_HT7TLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R3_HT7TLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R3_HT7TLBGX3_L002	sequencing assay	139M_284_R3_HT7TLBGX3_L002.fastq.gz	419f9756f818c21faddb1087802f01de	139M_284_R3_HT7TLBGX3_L002
139M_284_R3_HT7TLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R3_HT7TLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R3_HT7TLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R3_HT7TLBGX3_L003	sequencing assay	139M_284_R3_HT7TLBGX3_L003.fastq.gz	ae36b3824eabb7894fd23f2a78b44fa0	139M_284_R3_HT7TLBGX3_L003
139M_284_R3_HT7TLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R3_HT7TLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R3_HT7TLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R3_HT7TLBGX3_L004	sequencing assay	139M_284_R3_HT7TLBGX3_L004.fastq.gz	e5c207fb7fdd4c5cfae55d3e56acb17e	139M_284_R3_HT7TLBGX3_L004
139M_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	139M_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	139M_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	835ab95cd12a16df5cec99bfffbcbef3	139M_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
139M_284_R4_HNFYLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R4_HNFYLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R4_HNFYLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R4_HNFYLBGX3_L001	sequencing assay	139M_284_R4_HNFYLBGX3_L001.fastq.gz	26b46eef99198413a242e4f9e15e2753	139M_284_R4_HNFYLBGX3_L001
139M_284_R4_HNFYLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R4_HNFYLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R4_HNFYLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R4_HNFYLBGX3_L002	sequencing assay	139M_284_R4_HNFYLBGX3_L002.fastq.gz	64def4ad9f0adb723362b2fb781dff7d	139M_284_R4_HNFYLBGX3_L002
139M_284_R4_HNFYLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R4_HNFYLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R4_HNFYLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R4_HNFYLBGX3_L003	sequencing assay	139M_284_R4_HNFYLBGX3_L003.fastq.gz	941c602a4a24cb00bf2a896d1dd3b01f	139M_284_R4_HNFYLBGX3_L003
139M_284_R4_HNFYLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	139M_284_R4_HNFYLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_284_R4_HNFYLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	139M_284_R4_HNFYLBGX3_L004	sequencing assay	139M_284_R4_HNFYLBGX3_L004.fastq.gz	d296656bb99868713901f62e905ed944	139M_284_R4_HNFYLBGX3_L004
139M_expression_high	hg19	breast.hg19	Breast.cancer	139M_expression_high.txt	PDTX.gene.expression.from.Bruna.et.al.Cell.2016	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_expression_high	SINGLE	unspecified	TRANSCRIPTOMIC	OTHER	Protocol 4	Cancer Research UK Cambridge Institute	139M_expression_high	sequencing assay	139M_expression_high.txt	9577e8a00b5bd69e8919ecc3a3b5d1a7	139M_expression_high.txt
139M_expression_low	hg19	breast.hg19	Breast.cancer	139M_expression_low.txt	PDTX.gene.expression.from.Bruna.et.al.Cell.2016	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_expression_low	SINGLE	unspecified	TRANSCRIPTOMIC	OTHER	Protocol 4	Cancer Research UK Cambridge Institute	139M_expression_low	sequencing assay	139M_expression_low.txt	5eed30d2022da324e4aaadd5698eca35	139M_expression_low.txt
139M_expression_mid	hg19	breast.hg19	Breast.cancer	139M_expression_mid.txt	PDTX.gene.expression.from.Bruna.et.al.Cell.2016	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	139M_expression_mid	SINGLE	unspecified	TRANSCRIPTOMIC	OTHER	Protocol 4	Cancer Research UK Cambridge Institute	139M_expression_mid	sequencing assay	139M_expression_mid.txt	6cb12edb2fe097af7e1d65571b6b3cef	139M_expression_mid.txt
143_284_input.all.hg19.merged.nodup.w5.rpm	hg19	breast.hg19	Breast.cancer	143_284_input.all.hg19.merged.nodup.w5.rpm.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	143_284_input.all.hg19.merged.nodup.w5.rpm	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	143_284_input.all.hg19.merged.nodup.w5.rpm	sequencing assay	143_284_input.all.hg19.merged.nodup.w5.rpm.bw	d90599407e035d00ee9e823c41c19f6d	143_284_input.all.hg19.merged.nodup.w5.rpm.bw
143_284_input_HKKVYBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	143_284_input_HKKVYBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	143_284_input_HKKVYBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	143_284_input_HKKVYBGX3_L001	sequencing assay	143_284_input_HKKVYBGX3_L001.fastq.gz	a8304dbbbbf160921e6df84cafe7a711	143_284_input_HKKVYBGX3_L001
143_284_input_HKKVYBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	143_284_input_HKKVYBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	143_284_input_HKKVYBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	143_284_input_HKKVYBGX3_L002	sequencing assay	143_284_input_HKKVYBGX3_L002.fastq.gz	e28757648450576ffc5b4a0a23f54386	143_284_input_HKKVYBGX3_L002
